,DHd_2016.zip,DHd_2017.zip,DHd_2018.zip,DHd_2019.zip,DHd_2020.zip,DHd_2022.zip,DHd_2023.zip
Web-Tool,0.0,0.0,0.0,0.0,0.006,0.0,0.0
User Centered Design,0.0,0.0,0.0,0.0,0.013,0.0,0.0
Distant Hearing,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ogham,0.0,0.0,0.0,0.0,0.006,0.0,0.0
räumliche Analyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Semantische Modellierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Bereinigung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Phänomene,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Erkenntnisinteresse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Positivismus,0.0,0.0,0.0,0.0,0.006,0.0,0.0
geistiger Gegenstand,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Rudolf Carnap,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Interpretationsspielraum,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digitale Musikedition,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitale Dramenanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
CLS,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Heftromane,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Genre,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Automatische Erkennung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Methodendiskussion,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Virtuelle Archive,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Dias,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Filme,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Webpräsentation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
OCR-D,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Volltexterkennung,0.0,0.0,0.0,0.0,0.006,0.006,0.0
(Retro)Digitalisierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Druckeditionen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
text similarity,0.0,0.0,0.0,0.0,0.006,0.0,0.0
information retrieval,0.0,0.0,0.0,0.0,0.013,0.0,0.0
stylometry,0.0,0.0,0.0,0.0,0.006,0.0,0.0
subtitles,0.0,0.0,0.0,0.0,0.006,0.0,0.0
historische Textlinguistik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Textsorte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mehrebenen-Modell,0.0,0.0,0.0,0.0,0.006,0.0,0.0
quantitative und qualitative Textanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
spartenübergreifend,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Weiterentwicklung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Speisekarten,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Web-Applikation,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Coding da Vinci,0.0,0.0,0.0,0.0,0.006,0.0,0.0
intertextuality,0.0,0.0,0.0,0.0,0.006,0.0,0.0
text reuse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
word embeddings,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Digitale Literatur,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Literatur im Netz,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Repositories,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Datenlebenszyklus,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Predictive Modeling,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Bias,0.0,0.0,0.0,0.0,0.013,0.0,0.0
Tool-Entwicklung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Varianzanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Textsynopse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Networking,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitales Lesen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Prototyping,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Webanwendung,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Data Literacy,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Datenkompetenzen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Orte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Emigration,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Israel,0.0,0.0,0.0,0.0,0.006,0.0,0.0
London Charter,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Quellenlage,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Architektur,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ruine,0.0,0.0,0.0,0.0,0.006,0.0,0.0
archäologisches Objekt,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitale Editorik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digitale Rechtswissenschaft,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Renaissancemusik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mensuralnotation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Historische Netzwerkanalyse,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Multimediale Annotation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Annotationsbasiertes Storytelling,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Objektrepositorium,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Nachlässe,0.0,0.0,0.0,0.0,0.006,0.0,0.0
LIDO,0.0,0.0,0.0,0.0,0.006,0.0,0.0
eXist-DB,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Historische Edition,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Oxygen XML Editor,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Bayern,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Zeitgeschichte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Protokolle,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Handeln,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Dinge,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Beziehungen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Musicking,0.0,0.0,0.0,0.0,0.006,0.0,0.0
cooking recipes,0.0,0.0,0.0,0.0,0.013,0.0,0.0
middle ages,0.0,0.0,0.0,0.0,0.013,0.0,0.0
medieval,0.0,0.0,0.0,0.0,0.013,0.0,0.0
food,0.0,0.0,0.0,0.0,0.013,0.0,0.0
schema,0.0,0.0,0.0,0.0,0.013,0.0,0.0
virtuelle Arbeitsumgebung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
projektbegleitend,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Peer Review,0.0,0.0,0.0,0.0,0.006,0.006,0.0
literary motif,0.0,0.0,0.0,0.0,0.006,0.0,0.0
motif search,0.0,0.0,0.0,0.0,0.006,0.0,0.0
motif annotation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digital corpora,0.0,0.0,0.0,0.0,0.006,0.0,0.0
search strategies,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kabbala,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Hebräisch,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Synopse,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Kollationierung,0.0,0.0,0.0,0.0,0.006,0.006,0.0
DH Lehraktivitäten,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Automatische Bildanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Heraldik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Gendertheorie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Bewertungsanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digitale Annotation,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Historische Texte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Guidelineentwicklung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Graphendaten,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mittelalter,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Jüdische Studien,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Visual Studies,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Critical Machine Vision,0.0,0.0,0.0,0.0,0.006,0.0,0.006
niedrigschwellige Dissemination,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kartenspiel,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lerntypen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Discovery,0.0,0.0,0.0,0.0,0.006,0.0,0.0
FAIR,0.0,0.0,0.0,0.0,0.006,0.013,0.0
Arbeitspraktiken,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Nachwuchs,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Community,0.0,0.0,0.0,0.0,0.006,0.025,0.013
Digital Medievalist,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitale Mediävistik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
(Audio-)Narratologie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Deutsche Prosaliteratur,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitale Philologie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Emanzipation der Frau,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lautstärke,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Datenschutzrecht,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ethik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
IT-Regulation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Nutzerorientierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wissenschaftsethik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Songtexte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lyrics,0.0,0.0,0.0,0.0,0.006,0.0,0.0
stylo,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kollokationen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Objektklassifizierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Granularität,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Textressourcen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Sommeruniversität,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Sprachwissenschaft,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Sprachressourcen,0.0,0.0,0.0,0.0,0.013,0.0,0.0
ODD,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Schemaspezifikation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digitale Editionsrichtlinien,0.0,0.0,0.0,0.0,0.006,0.0,0.0
MEI,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Self-Tracking,0.0,0.0,0.0,0.0,0.006,0.0,0.0
historische Datenerfassung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
RESTful API,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Psychologiegeschichte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Zeitschriftenforschung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
performative kulturelle Objekte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Film &amp; Video,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ontologies,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Metadata,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Databases,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Conversion,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Discovering,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Gathering,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Briefkorpus,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Hugo Schuchardt,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Evaluierung von Tools,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Semantische Datenmodellierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kunstkammer,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Bewegungsanimation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Musik,0.0,0.0,0.0,0.0,0.013,0.006,0.0
Deutschordensresidenz,0.0,0.0,0.0,0.0,0.006,0.0,0.0
3D-Modell,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Nutzer*innen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
maschinelle Übersetzung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Terminologie,0.0,0.0,0.0,0.0,0.006,0.006,0.006
Schulbücher,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Quellengattung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
CLARIN,0.0,0.0,0.0,0.0,0.006,0.0,0.0
VLO,0.0,0.0,0.0,0.0,0.006,0.0,0.0
CMDI,0.0,0.0,0.0,0.0,0.006,0.0,0.0
metaphilosophy,0.0,0.0,0.0,0.0,0.006,0.0,0.0
hps,0.0,0.0,0.0,0.0,0.006,0.0,0.0
umap,0.0,0.0,0.0,0.0,0.006,0.0,0.0
hdbscan,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Computational Folkloristics,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kulturvergleich,0.0,0.0,0.0,0.0,0.006,0.0,0.0
events,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ereignisse,0.0,0.0,0.0,0.0,0.006,0.006,0.006
Named Entities,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Softwareentwicklung,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Soziale Netzwerkanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Diskursnetzwerke,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Projektvorstellung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Social Reading,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Web 2.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Leser,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Literaturkritik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Metaphernidentifikation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Politischer Diskurs,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Rechtspopulismus,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Emotionsanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Theorie des Digitalen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Methodenreflexion,0.0,0.0,0.0,0.0,0.006,0.0,0.0
World Café,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitale Werkverzeichnisse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Semantisches Publizieren,0.0,0.0,0.0,0.0,0.006,0.0,0.0
arthistoricum.net,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Music Information Retrieval,0.0,0.0,0.0,0.0,0.006,0.0,0.0
social media,0.0,0.0,0.0,0.0,0.0,0.006,0.0
instagram stories,0.0,0.0,0.0,0.0,0.0,0.006,0.0
bundestagswahl,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ego-Dokumente,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Erlebnisbericht,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Osteuropaforschung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Südosteuropaforschung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Aufführungsdaten,0.0,0.0,0.0,0.0,0.0,0.006,0.0
genuin digitale Quellen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Historische Fachkommunikation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digital History,0.0,0.0,0.0,0.0,0.0,0.013,0.013
spaCy,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Domänenspezifische Notationen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Contextfreie Sprachen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
EBNF,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Schlüsselstelle,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Praxeologie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zitaterkennung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Chinese text OCR,0.0,0.0,0.0,0.0,0.0,0.006,0.0
character segmentation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
synthetic training data,0.0,0.0,0.0,0.0,0.0,0.006,0.0
OCR error correction,0.0,0.0,0.0,0.0,0.0,0.006,0.0
maps,0.0,0.0,0.0,0.0,0.0,0.006,0.0
ontologies,0.0,0.0,0.0,0.0,0.0,0.006,0.006
intangible cultural heritage,0.0,0.0,0.0,0.0,0.0,0.006,0.0
open data,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Glossen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Frühmittelalter,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Erinnerungskultur,0.0,0.0,0.0,0.0,0.0,0.006,0.0
history of science,0.0,0.0,0.0,0.0,0.0,0.006,0.0
cultural heritage,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Dekolonialisierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
indigene Datensouveränität,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Transparenz,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Forschendes Lernen,0.0,0.0,0.0,0.0,0.0,0.013,0.0
Methodenvermittlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Projektkooperation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Dehmel digital,0.0,0.0,0.0,0.0,0.0,0.006,0.0
forTEXT,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Textrepräsentation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Lesen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kanonisierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Sammlungen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
environmental humanities,0.0,0.0,0.0,0.0,0.0,0.006,0.0
computational literary studies,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ökologie,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Biodiversität,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Literaturarchiv,0.0,0.0,0.0,0.0,0.0,0.006,0.006
DACH,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Künstliche Intelligenz,0.0,0.0,0.0,0.0,0.0,0.006,0.0
kuratorische Praxis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Forschungswerkzeug,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Computational Literary Studies,0.0,0.0,0.0,0.0,0.0,0.025,0.019
Data Landscape,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Research Discovery,0.0,0.0,0.0,0.0,0.0,0.006,0.0
FAIR principles,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Emotion analysis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Sammlungsgeschichte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Vokabulare,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Vestimentäre Forschung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Peer-to-Peer,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Reflektion,0.0,0.0,0.0,0.0,0.0,0.006,0.0
HTR,0.0,0.0,0.0,0.0,0.0,0.025,0.006
LDA Topic Modeling,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Hyperparameter Alpha,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Distinktivitätsmaße,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Python-Implementierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
pydistinto,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Interface design,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Buddhismus,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Cultural Heritage,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Analyse von Relationen,0.0,0.0,0.0,0.0,0.0,0.013,0.0
Kontextualisieren,0.0,0.0,0.0,0.0,0.0,0.013,0.0
Modellieren,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Publikationen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datensets,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Einakter,0.0,0.0,0.0,0.0,0.0,0.006,0.0
strukturierter Text,0.0,0.0,0.0,0.0,0.0,0.006,0.0
mixed methods,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Adnominale Possession,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Parallelkorpus,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Emotions- und Genderanalyse,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kulturwissenschaften,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Forschungsprozess,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Computational Social Sciences,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ablaufsteuerung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
agile Methoden,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Manifest,0.0,0.0,0.0,0.0,0.0,0.006,0.0
FAIR Prinzipien; Projektmanagement,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Fidus Writer,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Oral-History,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kategorientheorie,0.0,0.0,0.0,0.0,0.0,0.006,0.006
digitale Erinnerungskultur,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Netzwerkanalysen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zweiter Weltkrieg,0.0,0.0,0.0,0.0,0.0,0.013,0.0
Tutorial Finder,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Übergreifende Suche,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Lehr- und Schulungsmaterialien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
CLARIAH-DE,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DHd-Community,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Schreibwerkstatt,0.0,0.0,0.0,0.0,0.0,0.006,0.0
reference mining,0.0,0.0,0.0,0.0,0.0,0.006,0.0
electronic theses and dissertations,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ästhetik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Isländersagas,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Literarisierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Poetologie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Knowledge Graphen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Word Embeddings,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digitales Archiv,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kanon,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Repräsentativität,0.0,0.0,0.0,0.0,0.0,0.006,0.0
virtual desktop,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Remote Lehre,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Lehr- und Lernumgebung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Aristotelesarchiv,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Mikrofilm,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Data Steward,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datenstrategie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Archvierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Veröffentlichung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Dienstekatalog,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Literaturwissenschaften,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Interview,0.0,0.0,0.0,0.0,0.0,0.006,0.006
MerMEId,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Schweizer Literatur,0.0,0.0,0.0,0.0,0.0,0.006,0.0
data cleaning,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Bloganalyse,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Inklusion,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Handschrifterkennung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Künstliche Neuronale Netze,0.0,0.0,0.0,0.0,0.0,0.006,0.0
OCR4all,0.0,0.0,0.0,0.0,0.0,0.013,0.0
PAGE-XML,0.0,0.0,0.0,0.0,0.0,0.006,0.0
UTF-8,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Unicode,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Sammlung,0.0,0.0,0.0,0.0,0.0,0.013,0.006
Gedächtnisinstitutionen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Filmwissenschaft,0.0,0.0,0.0,0.0,0.0,0.013,0.006
Kulturvermittlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Forschungstransfer,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Tanzaufführung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Theateraufführung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
audiovisuelle Aufzeichnungen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Mediatheken,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zitation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Softwarezitation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Nachhaltige Softwareentwicklung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digitized Newspapers,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digital Archive,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitale Vermittlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Online Sammlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Hyperlink,0.0,0.0,0.0,0.0,0.0,0.006,0.0
User-Interface Design,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Sowjetische Kriegsgefangene,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Biografien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Massendigitalisierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Strukturbaum,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Text-Bild-Ansicht,0.0,0.0,0.0,0.0,0.0,0.006,0.0
ediarum,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ästhetikvorlesungen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Schleiermacher,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Philosophiegeschichte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Document Layout Analysis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Media Theory,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Virtual Working Environment,0.0,0.0,0.0,0.0,0.0,0.006,0.0
FAIR Data,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digitization of Archival Material,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Social Media Analyse,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Lyrik,0.0,0.0,0.0,0.0,0.0,0.019,0.006
Realismus,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Dekolonisation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
CARE-Prinzipien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Rechtsgeschichte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Parlamentarismus,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Klassische Altertumswissenschaften,0.0,0.0,0.0,0.0,0.0,0.006,0.0
